7776	49
-0.588036	1.32714	-3.36944
-0.768317	1.412	-3.35462
-0.463495	1.44068	-4.82654
0.88155	-0.122472	-2.34947
8.80836	-11.1125	-27.1584
-1.07953	0.955559	-1.80103
-0.780819	1.44032	-3.64906
-0.471419	1.32817	-3.57865
1.55721	1.35838	-4.91106
1.13501	0.404888	-1.74347
-1.06212	0.353031	-1.69027
-1.06187	0.350599	-1.75801
1.19534	0.270759	-2.99198
1.56776	0.10886	-3.41268
1.59819	0.0491632	-3.52969
-1.14147	-0.012424	-1.70679
0.800844	-0.14166	-2.45334
1.59012	0.214506	-3.28363
-0.412982	-0.221917	-2.71223
-0.563548	1.47495	-5.23487
1.58378	0.312577	-3.35816
-0.922113	0.167432	-1.4642
1.56739	0.1566	-3.07131
1.57682	0.157038	-3.08669
-0.775115	0.118325	-1.39783
0.729466	-0.30416	-2.82124
0.371013	-0.254354	-1.56256
-0.62272	1.47874	-3.55054
-0.704132	0.397204	-1.85267
1.60457	0.17465	-3.4795
1.09	0.130032	-1.74162
-0.771835	0.162894	-1.39347
1.25027	-0.289415	-2.75423
-1.01095	-0.225597	-2.09727
-1.01095	-0.225597	-2.09727
-0.562403	1.76868	-2.36825
-1.05866	0.258294	-1.781
-0.73624	1.28886	-5.04691
-0.490361	-0.068722	-3.28656
1.05646	1.59118	-2.87663
1.00056	1.57116	-2.88938
-0.754043	1.46054	-3.2791
-0.41749	1.493	-3.36388
-0.398192	1.46194	-3.42494
-0.773279	1.38676	-3.39033
-0.666897	1.15869	-3.39882
-0.536128	1.51985	-4.61408
-0.596506	1.49771	-4.63727
1.50278	1.32598	-5.02791
-0.395477	1.17068	-4.72188
-0.950328	0.475114	-3.67879
-0.997028	0.430236	-3.67238
-0.867562	0.321636	-3.71006
-0.912748	0.317365	-3.68839
-0.984666	0.268345	-3.66458
1.66722	0.235866	-4.0647
1.66333	0.191669	-3.92235
1.65321	0.178993	-3.92508
1.68252	0.168767	-4.12994
-0.896759	0.116454	-3.53775
-0.910523	0.10866	-3.3814
-0.910687	0.108673	-3.38164
1.72041	0.110287	-4.69621
-0.827188	-0.00538647	-4.34231
-0.887158	-0.00431254	-3.29585
-0.762406	-0.0506396	-4.33215
-0.821926	-0.0528425	-4.44256
1.69693	-0.0776313	-4.68456
0.938844	-0.00731798	-3.12021
-0.820695	-0.35036	-4.70665
1.71008	-0.342124	-4.24779
0.797124	-0.229182	-3.45135
0.94192	-0.232099	-3.46413
-1.02952	-0.219715	-3.09406
0.329845	-0.338353	-3.33689
-0.484335	-0.225446	-2.57967
-0.545971	-0.29491	-2.51938
2.05633	-3.66335	-8.99693
0.978751	1.58517	-2.93159
1.0075	1.5125	-3.01982
0.969788	1.43341	-2.99143
-0.763854	1.41215	-3.39526
-0.666448	1.413	-3.42647
-0.658872	1.16582	-3.4328
1.62548	0.222765	-3.5327
1.61385	0.20506	-3.5139
-0.933111	0.114113	-3.09349
-0.903621	0.106146	-3.4415
-0.855871	-0.189003	-4.49234
0.789068	-0.252959	-3.91399
-0.918432	-0.179224	-3.2906
-0.0313135	-0.259211	-3.27731
0.784685	-0.197938	-2.70023
0.800853	-0.199399	-2.69104
0.811349	-0.208916	-2.68393
-0.500585	-0.230251	-2.58825
-0.697195	1.47937	-3.36012
-0.396254	1.45908	-3.40646
-0.550335	1.15318	-3.43712
-0.605587	0.919555	-3.45635
1.48879	1.3534	-4.83276
1.44718	1.32921	-4.9769
1.67128	0.196899	-4.07031
1.73158	0.00311218	-4.74985
-0.868289	-0.239868	-4.51189
-0.175691	-0.213438	-3.10473
-1.04504	-0.290071	-3.00338
1.00829	1.54436	-2.8864
1.14743	1.04233	-2.95294
-0.465961	1.47568	-4.64248
1.44989	1.45494	-4.87626
-1.02136	0.403116	-3.68121
1.64344	0.0640187	-3.71398
-0.451951	1.4132	-3.52789
-0.478239	1.28786	-3.51033
-0.555563	1.50533	-4.61443
1.17571	0.684709	-3.01486
-0.335703	1.39291	-4.78551
1.6361	0.176984	-3.5864
1.64726	0.0767996	-3.56851
0.969708	1.55403	-2.93035
1.07182	1.19143	-2.97308
1.10244	1.31388	-3.12022
1.0746	1.16178	-2.98253
-0.516784	1.28103	-3.52549
-0.516784	1.28103	-3.52549
-0.628519	1.32578	-4.58989
1.63047	0.0523351	-3.58905
1.63047	0.0523351	-3.58905
1.6369	0.248772	-3.65705
1.62116	0.225726	-3.56564
1.65936	0.129501	-3.6071
-0.739437	1.33275	-3.47434
1.52047	0.238982	-3.37845
0.953366	1.36945	-3.10857
1.15558	1.51946	-2.92066
1.33904	1.36008	-2.97793
1.1792	1.1914	-2.90536
1.53618	1.41916	-4.84819
1.15326	0.445368	-1.76862
1.12038	0.426789	-1.74094
-1.01424	0.405923	-2.14102
1.12178	0.217549	-1.73168
1.60153	0.302604	-3.60136
1.12887	0.180412	-1.7295
-1.08865	-0.15505	-1.46249
-0.18557	-0.236833	-1.45855
-0.57993	1.64565	-2.36927
-0.693146	1.52722	-2.32535
-0.478312	1.56817	-3.49193
-1.09355	0.440273	-1.45755
-1.11387	0.460595	-1.81426
1.12021	0.355913	-1.73428
1.06282	0.350738	-1.74684
1.03327	0.303252	-1.76367
-1.06903	0.262152	-1.6702
-1.06694	0.244985	-1.6746
-1.06694	0.244985	-1.6746
-1.01868	0.250529	-2.17069
1.54083	0.335587	-3.29059
1.10116	0.21467	-1.74205
1.08985	0.175149	-1.7371
-1.09935	0.106571	-1.4798
-0.755948	0.0393396	-1.36545
-1.03069	-0.0587756	-2.10329
-1.15425	-0.121668	-1.69965
1.09292	-0.228109	-1.91759
0.234919	-0.230956	-1.42272
0.303267	-0.239312	-1.42036
-0.780467	1.54439	-2.29868
1.18664	1.39103	-2.90382
-0.689903	1.62134	-5.08672
-0.636718	0.558936	-1.86552
-0.636718	0.558936	-1.86552
1.11883	0.50873	-1.73677
1.15049	0.335375	-1.7354
1.14674	0.298571	-1.74368
-1.05507	0.240092	-1.72029
-1.05177	0.239881	-1.71555
-1.03597	0.153228	-2.21066
1.5797	0.062641	-3.37469
-1.0466	-0.0691006	-2.1022
-1.0466	-0.0691006	-2.1022
-1.05044	-0.139846	-2.16707
0.735998	-0.284995	-2.44698
-1.01282	-0.239112	-2.05258
1.13408	-0.209321	-2.01605
-1.10345	-0.168239	-1.47356
-1.10345	-0.168239	-1.47356
0.157728	-0.238405	-1.44905
0.271351	-0.229138	-1.41483
0.167243	-0.238693	-1.42384
-0.916088	1.65368	-2.34392
1.05013	1.56771	-2.89771
1.2147	1.47122	-2.832
-0.502608	1.57538	-3.40285
-0.461989	1.64389	-3.65861
0.977145	0.553485	-1.76438
-1.07738	0.452816	-1.50332
-1.1171	0.449572	-1.64717
-0.736939	0.463539	-1.86247
-0.820104	0.308944	-1.86203
-0.91197	0.254973	-2.00214
-0.91197	0.254973	-2.00214
1.54897	0.312404	-2.90861
1.52289	0.269843	-2.77561
1.1431	0.20972	-1.7369
1.57579	0.293854	-3.48899
1.09389	0.205758	-1.75498
1.13253	0.190846	-1.73061
1.56428	0.0629535	-3.2059
-1.17341	-0.000717054	-1.68647
-0.617039	-0.258139	-1.89279
0.179697	-0.230704	-1.4247
0.31541	-0.197852	-0.818258
0.993323	1.462	-3.02873
1.11174	1.42084	-2.96832
1.28058	1.36896	-2.88915
-0.565969	0.52427	-1.76476
1.10536	0.51181	-1.74396
1.51699	1.29567	-4.9343
-1.11534	0.400684	-1.48788
1.13139	0.454825	-1.7398
1.13025	0.455024	-1.73856
1.13316	0.432524	-1.72938
1.04123	0.206786	-1.7608
-1.1585	0.0246327	-1.64268
-1.1585	0.0246327	-1.64268
-0.574043	-0.265888	-1.90564
1.12295	-0.245788	-1.72232
-0.561732	1.71318	-2.37336
-0.69027	1.7638	-2.45743
-0.689646	1.76111	-2.454
-0.748392	1.34978	-4.8731
1.13823	0.42954	-1.72845
1.14981	0.381854	-1.7348
1.54438	0.205901	-2.73127
-0.685844	-0.199105	-2.03334
1.08029	-0.260464	-1.82148
1.06587	-0.302939	-2.0891
1.06587	-0.302939	-2.0891
-0.536044	1.47904	-4.25498
-0.80437	0.427469	-1.87902
-1.07173	0.325542	-1.7748
0.718956	-0.257265	-2.63193
1.03086	-0.298234	-2.45731
-0.577902	1.6927	-2.27518
-0.620762	0.270833	-1.91552
1.47528	0.350583	-2.6481
-0.63264	-0.220686	-2.21345
-1.05848	0.363627	-1.71428
0.774321	-0.273816	-1.70444
-0.417469	1.49587	-3.37904
-0.417469	1.49587	-3.37904
-0.464356	1.43556	-3.5319
-0.544556	1.22186	-3.45052
-0.478346	1.18267	-3.48556
-0.478346	1.18267	-3.48556
-0.84187	0.442747	-3.66392
-0.93195	0.444727	-3.6773
-0.93088	0.443601	-3.67179
-1.01111	0.43722	-3.66451
-0.946673	0.407199	-3.6732
-1.0331	0.367976	-3.6639
-0.968622	0.31956	-3.70743
-0.984013	0.302873	-3.68922
-0.914011	0.289231	-3.68483
1.60602	0.220124	-3.51314
-0.926119	0.163163	-3.1947
-0.925927	0.162283	-3.19448
1.66514	0.235666	-4.06222
1.65776	0.199284	-4.03467
-0.908066	0.142436	-3.42704
-0.908171	0.142513	-3.42703
-0.915975	0.129601	-3.32649
-0.905176	0.121511	-3.4622
-0.865657	0.133329	-3.88026
-0.912954	0.103527	-3.35216
-0.91248	0.10349	-3.35244
-0.922661	0.0882936	-3.2089
-0.857693	0.103157	-3.85386
-0.887822	0.101228	-3.67516
-0.894496	0.0863349	-3.59027
-0.852489	-0.00888225	-3.63877
-0.75937	-0.0809554	-4.07448
-1.01202	-0.153316	-3.51896
-1.01089	-0.114355	-3.16861
-0.36161	-0.156811	-3.07819
-0.321964	-0.178366	-3.08678
-0.584138	-0.205363	-3.2117
0.9515	-0.20955	-3.16336
0.789532	-0.266272	-3.44358
0.811955	-0.276358	-3.38474
-0.437643	-0.238045	-3.12416
0.94938	-0.241015	-3.14875
-0.146813	-0.276862	-3.15375
0.725391	-0.216592	-2.80145
0.783157	-0.203998	-2.70147
0.757095	-0.219805	-2.75134
-0.413601	-0.286732	-2.59182
-0.423718	1.49481	-3.54123
-0.621707	1.21624	-3.4417
-0.948902	0.472846	-3.67223
1.6431	0.190355	-3.84491
-0.926789	0.111092	-3.17529
-0.906996	0.0817712	-3.43654
-0.906996	0.0817712	-3.43654
-0.924905	0.0353621	-3.30504
0.820699	-0.255474	-3.41164
-0.309361	-0.195702	-3.021
-0.310557	-0.196801	-3.02419
0.728096	-0.255716	-3.1824
0.73889	-0.267286	-3.18876
0.833243	-0.274535	-3.06769
-0.587049	-0.259257	-2.9199
0.303438	-0.31382	-3.04289
0.303438	-0.31382	-3.04289
-0.418183	-0.276458	-2.60349
-1.00371	0.392009	-3.66753
1.63931	0.251845	-3.54775
1.62031	0.22287	-3.60977
-0.93972	0.158972	-3.12405
-0.923363	0.123658	-3.20515
-0.923394	0.123628	-3.20517
-0.912779	0.128252	-3.35864
-0.912954	0.0480271	-3.33664
-0.908901	0.0487486	-3.33138
0.859876	-0.17386	-3.46036
0.859876	-0.17386	-3.46036
-0.14668	-0.136836	-3.14451
-0.14668	-0.136836	-3.14451
-0.168803	-0.156185	-3.19348
0.918047	-0.237278	-3.44521
-0.8834	-0.259246	-3.50928
0.930824	-0.201249	-3.1564
-0.527424	1.53551	-3.45351
-0.851682	0.105086	-3.88626
-0.982921	-0.272645	-3.60189
0.767006	-0.250231	-3.14073
-0.459204	1.43011	-3.54579
1.62807	0.291504	-3.71577
-0.932778	0.128583	-3.13982
-0.981028	-0.145366	-3.60528
1.62842	0.0526052	-3.58696
-0.304838	-0.153311	-3.0572
-0.837303	-0.292421	-3.50964
0.817294	-0.247806	-3.23445
-0.0975746	-0.263578	-3.22223
1.66204	0.0721632	-3.98381
-0.916944	-0.173501	-3.32449
0.829675	-0.20874	-3.47283
-0.967234	0.225609	-3.65814
-0.913131	0.0777091	-3.27257
-0.13073	-0.182864	-3.18486
-0.955529	-0.289529	-3.5373
0.733342	-0.27761	-3.24547
0.790367	-0.257404	-3.41822
0.836798	-0.345205	-3.24144
0.785465	-0.290722	-2.83977
0.899344	-0.251769	-3.23008
-0.138043	1.00241	-9.01198
-0.673674	1.61376	-2.41121
-0.657242	0.358294	-1.80705
-1.2568	0.355051	-2.01892
-0.730333	0.141328	-1.35238
-0.730036	0.080646	-1.33077
1.09982	-0.242191	-2.04373
-0.676157	-0.256507	-2.00071
0.999342	0.553028	-1.75253
-1.02278	-0.143366	-2.33391
-0.577708	-0.260723	-1.84666
-0.577708	-0.260723	-1.84666
-1.48371	-0.434847	-2.4124
-0.551405	0.512774	-1.69863
-0.551405	0.512774	-1.69863
-1.04244	0.303767	-1.74331
-0.687061	-0.18845	-1.17505
-0.358679	-0.0522587	-0.669197
-1.00058	0.235761	-2.15088
1.05181	0.405204	-1.75307
-1.03089	0.390698	-2.04005
-0.936494	0.383181	-2.05688
-0.663077	0.409538	-1.80991
-0.666459	0.414623	-1.82379
0.789284	-0.270588	-1.90525
-0.70021	0.386616	-1.82117
-0.303873	1.09858	-8.08285
-0.859724	-0.227823	-4.00616
1.86216	-0.405416	-8.09451
1.66593	-0.415442	-7.57856
15.5401	-18.6597	-45.0162
1.19737	0.684488	-2.99046
-0.0544715	0.19472	-7.83036
-13.6046	-13.0525	-16.6555
1.63533	-0.0436508	-5.10997
1.68253	-0.110284	-6.5861
-0.47823	-0.221488	-2.70159
1.5856	0.716097	-7.11768
1.57144	-0.334714	-6.57527
-0.569927	1.17832	-6.61003
0.801031	-0.263704	-4.46817
-0.833758	0.785516	-11.5391
0.750394	-0.194991	-3.31688
1.86375	0.413725	-4.23891
1.65795	0.211321	-3.86144
1.70056	0.212731	-4.35767
1.70311	0.211029	-4.40328
10.8665	-0.0373829	-12.7173
1.67313	-0.294412	-7.33942
-3.67822	5.67017	-25.2668
12.4868	2.80626	-13.539
1.52288	1.05098	-8.17492
-0.770639	0.0359968	-4.75576
29.2214	6.70944	-29.8946
-0.90436	0.239893	-3.73252
1.50254	1.0711	-9.19895
-15.9679	-14.0541	-16.4294
-3.04231	-2.62758	-4.13034
1.14607	0.785188	-2.989
0.172395	0.641212	-12.6416
0.894053	1.3657	-3.0206
-0.449945	1.51811	-4.6436
-1.02203	0.423886	-3.65084
6.37951	0.611111	-8.93235
1.68952	0.236523	-4.38441
1.70366	0.210662	-4.32717
-0.960197	-0.104207	-4.93944
0.940541	1.38342	-3.00264
-0.595665	1.11889	-3.4385
-0.567241	0.834522	-3.46121
0.958302	-0.167477	-3.49167
1.66572	0.175693	-3.78895
1.98729	0.185996	-7.10065
1.3635	1.10714	-6.86046
1.50823	1.24848	-4.77922
1.50823	1.24848	-4.77922
1.56038	1.36172	-4.92591
0.789222	-0.334482	-3.70372
-0.55822	1.52978	-5.31702
1.59481	0.0696657	-3.47914
-0.751497	-0.112517	-4.09521
-0.668446	1.90229	-2.13254
-0.643008	1.84682	-2.11241
7.82013	-8.89323	-23.9212
0.942173	1.39879	-2.99762
0.942173	1.39879	-2.99762
0.908583	1.40873	-3.014
0.913805	1.38958	-3.01343
0.914666	1.35169	-3.02454
0.899983	1.34354	-3.0259
1.018	1.33853	-3.1214
1.4629	1.11285	-4.96884
1.42396	0.985763	-4.95207
-0.386661	1.38646	-6.53445
-1.04419	0.479879	-3.68431
-1.03579	0.475848	-3.66947
-0.939373	0.240083	-3.66742
1.6506	0.236372	-3.96117
1.67138	0.236428	-4.07009
-0.904404	0.127164	-3.49345
-0.907386	0.0277111	-3.29415
1.76516	-0.0971519	-5.49681
1.40504	-0.0915984	-5.02621
1.54692	-0.0734645	-4.21147
-0.880095	-0.259511	-4.50898
0.869246	-0.412688	-4.67099
1.13405	-0.258884	-3.59277
-0.916263	-0.26196	-3.30523
0.182684	-0.346829	-3.54134
0.182684	-0.346829	-3.54134
0.346157	-0.349259	-3.33875
-19.6783	-18.4237	-28.1015
1.61819	1.18965	-6.72095
-0.907194	0.11423	-3.41392
1.73759	0.147297	-5.5789
-0.887292	0.00071779	-3.42512
-0.711328	-0.290801	-5.28358
0.822735	-0.308586	-4.25838
0.0661901	-0.296246	-3.80342
-5.18176	-4.96815	-8.66378
-0.294259	1.23577	-6.51232
-0.832687	-0.243053	-4.48481
1.76515	-0.224475	-3.88117
1.75196	-0.223708	-3.86446
0.905782	-0.420806	-4.66815
0.898095	-0.224259	-3.43872
-0.589643	-0.0560369	-6.59563
-0.0374799	-0.228335	-3.93596
1.76159	-0.31638	-5.52186
0.835906	-0.309769	-4.71651
-0.715423	1.8136	-2.2303
-0.734078	0.042673	-2.42393
-0.769827	0.0534793	-1.36722
-0.403357	-0.20368	-3.01167
-0.383157	-0.18599	-2.84481
-1.14608	-0.165321	-1.45565
-1.14608	-0.165321	-1.45565
0.944525	-0.249078	-1.35136
1.10996	0.411027	-1.74288
1.19889	0.209908	-1.72635
1.9446	0.226762	-2.40923
-0.460907	-0.238251	-3.07189
0.918942	-0.167147	-2.348
-0.736479	1.94041	-2.16946
-0.623472	1.91589	-2.21644
-0.637808	1.96586	-2.27007
-0.580573	1.90429	-2.25849
-0.737637	0.463495	-1.86596
-0.563113	-0.298902	-3.8909
1.4939	-0.221138	-2.00552
13.9063	-13.3638	-32.8083
-0.910756	1.83187	-2.20228
-0.854192	1.82526	-2.41113
-0.831324	1.77782	-2.40128
1.1927	0.292575	-1.72665
-1.17001	0.0643718	-1.48286
-0.671695	-0.0801968	-4.45614
0.888571	-0.274666	-2.26832
-0.516337	1.85008	-2.29313
1.18341	0.428211	-1.72914
1.18397	0.428815	-1.73
1.21397	0.404857	-1.72748
1.22374	0.342328	-1.73059
-0.897262	1.78972	-2.35875
1.1811	0.243646	-1.73359
-0.647489	0.14569	-4.97738
0.956547	1.43711	-3.01013
0.913591	1.40111	-3.00735
0.953968	1.38252	-2.99176
0.928293	1.38581	-3.00303
0.896152	1.36691	-3.01311
-0.555573	1.58141	-3.31076
1.02323	1.32625	-3.11825
1.02549	1.29782	-3.10633
1.01485	1.31258	-3.1304
-0.623598	1.48148	-4.61972
-0.605631	1.40618	-4.6636
-0.61259	1.42954	-4.69772
-0.677581	1.35561	-4.67371
-0.280328	1.39635	-4.78269
1.25515	1.38666	-4.8616
1.19222	1.40942	-4.96099
1.50485	1.14195	-4.89793
1.45958	1.12583	-5.00684
-0.936026	0.451758	-3.66371
-1.01501	0.451566	-3.6666
-0.913262	0.441533	-3.66824
-0.984308	0.321767	-3.66327
1.66504	0.235698	-4.06209
5.38887	0.551281	-7.54474
-0.913371	0.14297	-3.31919
1.72034	0.206364	-4.87446
-0.910404	0.11729	-3.39699
-0.490979	0.127062	-4.94017
-0.891924	0.0858553	-3.58708
-0.801608	0.0565058	-4.59508
-0.830861	0.0379193	-4.30139
1.71167	0.0586547	-4.68472
1.7188	0.057681	-4.69481
-0.836233	-0.0137464	-4.60906
-0.808382	-0.00966823	-4.62054
-0.785051	-0.143666	-5.04656
1.50474	-0.166884	-5.51932
-0.775616	-0.123421	-4.81052
0.871442	-0.230394	-3.81425
-0.0104518	-0.21272	-3.56431
0.855426	-0.369408	-4.54185
-0.569377	-0.231854	-3.24098
0.768244	-0.243759	-3.13651
0.333024	-0.34332	-3.35436
0.352383	-0.337918	-3.33198
0.32045	-0.34331	-3.33337
-1.13272	-1.15942	-3.46291
0.886837	1.3063	-2.99666
-0.536578	1.56996	-3.29574
-0.536578	1.56996	-3.29574
1.06618	1.17803	-2.97695
-0.77554	1.50114	-3.3465
-1.01385	0.446606	-3.64281
-1.04374	0.433354	-3.68249
1.64063	0.232513	-4.09195
1.68594	0.228725	-4.33424
-0.827942	0.0205611	-4.32943
-0.818701	0.0109603	-4.42592
-0.81184	0.0124848	-4.41307
-0.832088	0.00138325	-4.30216
-0.825461	-0.00991084	-4.42302
-0.818321	-0.0308036	-4.32914
-0.818321	-0.0308036	-4.32914
-0.834691	-0.0475479	-4.30459
1.70548	-0.28216	-4.5499
0.273197	-0.104442	-3.1203
0.839642	-0.316255	-3.96189
-0.846347	-0.261177	-3.50958
-0.102564	-0.31065	-3.18888
-0.102564	-0.31065	-3.18888
-0.729845	1.53169	-3.33712
1.01699	1.31217	-3.11077
-0.720565	1.43027	-3.40794
-0.763002	1.35208	-3.38701
-0.575076	1.50565	-4.60588
-0.727196	-0.0626771	-5.16481
-0.789205	-0.212104	-5.20782
-0.831158	-0.180227	-4.49958
-0.831131	-0.179959	-4.50011
0.818629	-0.282187	-3.83019
0.769278	-0.278378	-3.13569
-0.737887	1.60238	-3.37147
-0.583301	1.53659	-3.32136
-0.62357	1.53778	-3.33888
-0.636927	1.50175	-3.40217
-0.61542	1.44657	-3.3815
-0.566861	1.49196	-4.58384
1.44623	1.32721	-4.97401
0.845978	-0.328595	-4.58839
0.776129	-0.288175	-3.49452
0.789724	-0.365897	-3.71772
-0.655847	1.43781	-4.65235
-0.586848	1.44446	-4.74283
-0.428728	-0.0768954	-4.74155
0.765205	-0.237142	-3.52739
-0.409023	1.4831	-4.65984
1.26948	1.25173	-5.07271
-0.546059	1.56944	-3.33313
-0.451658	1.56864	-3.36381
-0.634872	0.158402	-3.48656
1.60441	-0.0374033	-5.24072
0.787379	-0.330475	-3.52216
-1.07262	0.424367	-3.65199
-0.86608	-0.275709	-3.49594
-0.75169	0.0143493	-4.78269
0.716527	-0.279581	-3.5737
0.00945379	-0.2127	-3.24688
1.47709	-0.193925	-4.59676
1.77982	0.29712	-4.1978
1.02852	1.34989	-3.11522
-0.499604	1.60887	-3.38077
-0.47651	1.5909	-3.38002
1.0036	1.3277	-3.13028
1.05104	1.30822	-3.113
-0.729453	1.49845	-3.31105
-0.729453	1.49845	-3.31105
-0.716258	1.47909	-3.31941
-0.419587	1.48464	-3.51833
-0.679999	1.2416	-3.40113
-0.306128	1.39135	-4.79291
-0.947377	0.448338	-3.65846
-0.951966	0.444777	-3.6817
-0.919197	0.447353	-3.68761
-0.919674	0.450587	-3.69482
-0.900365	0.443331	-3.67126
-0.967814	0.431179	-3.66542
-0.963907	0.405821	-3.66199
-0.914406	0.401638	-3.65679
-0.900815	0.391139	-3.66899
-0.967885	0.366996	-3.66111
-0.92872	0.317571	-3.69099
-0.925534	0.316571	-3.68627
-0.964135	0.27887	-3.68992
1.64451	0.30071	-3.84681
1.83986	0.384831	-4.57123
1.66272	0.260206	-3.85917
1.65089	0.24863	-3.94669
1.69099	0.259049	-4.59376
-0.890662	0.116255	-3.56691
-0.908765	0.10003	-3.39625
-0.909423	0.10277	-3.39651
-0.913477	0.101811	-3.33846
1.71075	0.154146	-4.68811
-0.899888	0.0886599	-3.50039
1.63852	0.111683	-3.98391
-0.83543	0.0520156	-4.28045
-0.913756	0.0279656	-3.30191
-0.944453	-0.179418	-3.5614
-0.292669	-0.182188	-3.56861
-0.940075	-0.1989	-3.55469
0.7951	-0.210221	-3.47681
0.795098	-0.209963	-3.47698
0.775185	-0.213902	-3.46535
0.918309	-0.396484	-4.34639
0.77138	-0.239605	-3.49232
0.83995	-0.228274	-3.43094
0.99499	-0.241929	-3.50096
-0.590036	-0.191904	-3.23015
0.831791	-0.233447	-3.40692
0.941336	-0.252192	-3.45241
-0.579604	-0.22567	-3.26158
0.00128234	-0.326727	-3.73471
0.00254764	-0.325904	-3.72963
-0.153628	-0.212615	-3.15066
-0.577477	-0.238479	-3.24216
-0.438039	-0.218393	-3.076
0.33838	-0.333371	-3.53281
0.906066	-0.242606	-3.11876
0.773963	-0.249731	-3.13219
0.77806	-0.251614	-3.13799
0.788013	-0.243953	-3.1097
-0.446315	-0.213531	-2.93518
-0.472036	-0.212637	-2.90983
-0.167238	-0.303663	-3.13542
-0.203744	-0.190672	-2.76062
0.72541	-0.221525	-2.79319
-0.209438	-0.209179	-2.73022
-0.534778	-0.683217	-3.48597
-0.63207	1.61908	-3.36095
-0.726218	1.50589	-3.33244
-0.696244	1.48835	-3.34264
-0.413243	1.49631	-3.36761
-0.490588	1.45868	-3.6001
-0.690131	1.27621	-3.44115
-0.484843	1.23004	-3.51503
-0.402098	1.35073	-4.76075
-0.910805	0.473401	-3.66168
-0.985289	0.464089	-3.67092
1.66862	0.19141	-3.92847
1.64924	0.18756	-3.94121
-0.911281	0.119262	-3.37532
-0.898094	0.113666	-3.51656
-0.81553	0.0555837	-4.51597
-0.840841	-0.0261046	-4.33075
1.75538	-0.266303	-4.62034
1.76227	-0.235605	-4.00397
0.812778	-0.245076	-3.68502
0.796845	-0.252901	-3.44781
-0.154755	-0.206041	-3.17721
-0.857069	-0.314178	-3.48978
-0.282387	-0.200317	-3.00234
0.873816	-0.362937	-3.62764
-0.0735682	-0.258759	-3.22047
-0.0720539	-0.275444	-3.22911
0.288679	-0.310737	-3.1654
0.725613	-0.209313	-2.79646
-0.202264	-0.199145	-2.72595
-0.625751	1.36298	-4.75336
-0.968643	0.340993	-3.6855
-0.907648	0.0963847	-3.4213
-1.01132	-0.129234	-3.45779
0.859464	-0.311943	-3.21476
0.767253	-0.315956	-2.85741
-0.633972	1.53637	-3.32493
-0.649232	1.36987	-3.37587
-0.912339	0.146498	-3.31571
1.73174	0.0228341	-4.68979
-1.01046	-0.16104	-3.49271
-0.947596	-0.26098	-3.58067
-0.294641	-0.268666	-2.66091
-0.612964	1.52613	-3.32688
1.51597	1.27722	-4.91087
-0.446609	1.18097	-4.81354
1.60609	0.303599	-3.89393
1.63787	0.16206	-3.86819
1.63787	0.16206	-3.86819
-0.992889	-0.204352	-3.46315
-0.195694	-0.16708	-3.15603
0.75365	-0.291758	-3.19882
-0.621102	1.57533	-3.29173
-0.393995	1.49989	-3.39552
-0.505174	1.28488	-3.53659
-0.819576	0.371688	-3.70527
1.67783	0.206706	-4.01643
1.02431	-0.271893	-3.39357
-0.220634	-0.212492	-3.07556
-0.55606	1.52248	-3.27998
-0.658767	1.52917	-3.30024
-0.873866	0.29093	-3.69826
1.67639	0.0779381	-3.9304
-0.495153	-0.135006	-4.84627
0.890139	-0.211381	-3.46224
0.882134	-0.241785	-3.41522
-0.379544	1.48708	-3.4643
-0.000420585	-0.272901	-3.73007
-0.991379	-0.247269	-3.5024
-0.810481	-0.0327798	-4.06622
0.730289	-0.288055	-3.98245
0.730289	-0.288055	-3.98245
0.8297	1.5379	-1.08127
1.11536	1.58061	-2.93844
1.11536	1.58061	-2.93844
-0.41494	1.52429	-3.60659
-1.06526	0.447469	-1.46188
-1.07099	0.115982	-1.22602
1.07224	0.0771547	-1.30558
1.06831	0.0773223	-1.28481
1.06831	0.0773223	-1.28481
1.06916	0.0507577	-1.29112
-0.466204	-0.213024	-2.66665
0.882118	-0.262716	-2.30101
0.806664	-0.0610261	-1.14307
1.47394	-0.226382	-1.87108
-0.655146	1.91994	-2.22299
-0.655146	1.91994	-2.22299
-0.899557	1.90233	-2.23063
-0.896764	1.88816	-2.21152
-0.545226	1.7874	-2.42433
-0.815876	1.60917	-2.40503
-0.68281	1.56062	-2.37589
0.975627	1.49422	-2.90617
0.982358	1.50213	-2.92448
-0.742339	1.51795	-3.57203
-1.18766	1.76617	-7.66281
1.18258	0.373984	-1.72408
1.11651	0.325597	-1.74519
1.19185	0.256584	-1.72238
1.58033	0.21036	-3.48446
1.58033	0.21036	-3.48446
1.63367	0.138469	-3.74832
1.08629	0.117662	-1.31436
-0.772257	0.065539	-1.38167
1.12777	-0.207782	-2.01282
-1.15669	-0.156215	-1.46526
-2.7258	-2.32504	-2.77449
-0.897714	1.94584	-2.25139
-0.918151	1.86469	-2.20638
-0.918151	1.86469	-2.20638
-0.525728	1.86675	-2.26795
1.07443	0.379369	-1.73033
-1.02648	0.410508	-2.12814
1.1765	0.329432	-1.70573
1.55886	0.252575	-3.14399
1.5499	0.250926	-3.12606
1.53362	0.23427	-2.97739
1.53362	0.23427	-2.97739
